house_id,ukut_id,ИТП,Дата введения,Марка,система,точка расположения,номер прибора,Дата поверки,Дата очередной поверки,Повторный ввод,Год поверки,arshin,vri_id,org_title,mit_number,mit_title,mit_notation,mi_modification,mi_number,verification_date,valid_date,result_docnum,applicability,sticker_num
9-maya-6,9-maya-6-itp1,ИТП-1,09/11/2012,МФ 5.2-Б-25,отопление,Т-1,025505111,,15/09/2028,до 15.09.2025,поверка 2024,1,1-370894013,"ФБУ ""УРАЛТЕСТ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МастерФлоу,025505111,16.09.2024,15.09.2028,С-СЕ/16-09-2024/370894013,true,
9-maya-6,9-maya-6-itp1,ИТП-1,09/11/2012,МФ 5.2-Б-25,отопление,Т-2,025405911,,15/09/2028,до 15.09.2025,поверка 2024,1,1-370894014,"ФБУ ""УРАЛТЕСТ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МастерФлоу,025405911,16.09.2024,15.09.2028,С-СЕ/16-09-2024/370894014,true,
9-maya-6,9-maya-6-itp1,ИТП-1,09/11/2012,КТПТР-01-60,отопление,термопары,441/441А,,12/07/2028,до 15.09.2025,поверка 2024,2,,,,,,,,,,,,
9-maya-6,9-maya-6-itp1,ИТП-1,09/11/2012,МФ 5.2-Б-25,гвс,Т-3,025543011,,03/09/2029,до 15.09.2025,поверка 2024,1,1-370894011,"ФБУ ""УРАЛТЕСТ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МастерФлоу,025543011,16.09.2024,15.09.2028,С-СЕ/16-09-2024/370894011,true,
9-maya-6,9-maya-6-itp1,ИТП-1,09/11/2012,МФ 2.2.1-Б-20,гвс,Т-4,020005426,,07/08/2028,до 15.09.2025,поверка 2024,1,1-361904754,"ФБУ ""УРАЛТЕСТ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МастерФлоу,020005426,08.08.2024,07.08.2028,С-СЕ/08-08-2024/361904754,true,
9-maya-6,9-maya-6-itp1,ИТП-1,09/11/2012,КТСП-Н-35,гвс,термопары,30591г/30591х,,12/07/2028,до 15.09.2025,поверка 2024,1,1-354177327,"ООО ПП ""ТЕХНОЛОГИЯ""",38878-12,Комплекты термопреобразователей сопротивления,КТСП-Н,КТСП-Н,30591Г/30591Х,13.07.2024,12.07.2028,С-БУТ/13-07-2024/354177327,true,
klary-tsetkin-3,klary-tsetkin-3-itp1,ИТП-1,29/10/2012,КАРАТ-2001-01,отопление,теплорегистратор,22060512,,06/06/2028,до 15.09.2025,поверка 2024,1,1-345384405,"ООО ПП ""ТЕХНОЛОГИЯ""",30485-10,Теплорегистраторы,КАРАТ,КАРАТ-2001-01,22060512,07.06.2024,06.06.2028,С-БУТ/07-06-2024/345379466,true,
klary-tsetkin-3,klary-tsetkin-3-itp1,ИТП-1,29/10/2012,МФ 2.2.1-Б-25,отопление,Т-1,025004078,,31/07/2028,до 15.09.2025,поверка 2024,1,1-359947672,"ООО ПП ""ТЕХНОЛОГИЯ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МФ-Б-2.2.1-25,025004078,01.08.2024,31.07.2028,С-БУТ/01-08-2024/359947672,true,
klary-tsetkin-3,klary-tsetkin-3-itp1,ИТП-1,29/10/2012,МФ 2.2.1-Б-25,отопление,Т-2,025004087,,31/07/2028,до 15.09.2025,поверка 2024,1,1-359947530,"ООО ПП ""ТЕХНОЛОГИЯ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МФ-Б-2.2.1-25,025004087,01.08.2024,31.07.2028,С-БУТ/01-08-2024/359947530,true,
klary-tsetkin-3,klary-tsetkin-3-itp1,ИТП-1,29/10/2012,КТСП-Н-80,отопление,термопары,13077х/13077г,,06/06/2028,до 15.09.2025,поверка 2024,0,,,,,,,,,,,,
klary-tsetkin-3,klary-tsetkin-3-itp1,ИТП-1,29/10/2012,МФ 2.2.1-Б-25,гвс,Т-3,02500128,,15/07/2028,до 15.09.2025,поверка 2024,1,1-354844367,"ООО ПП ""ТЕХНОЛОГИЯ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МФ-2.2-Б-25,02500128,16.07.2024,15.07.2028,С-БУТ/16-07-2024/354844102,true,
klary-tsetkin-3,klary-tsetkin-3-itp1,ИТП-1,29/10/2012,МФ 2.2.1-Б-20,гвс,Т-4,020005609,,05/07/2025,до 15.09.2025,поверка 2021,0,,,,,,,,,,,,
klary-tsetkin-3,klary-tsetkin-3-itp1,ИТП-1,29/10/2012,КТПТР-06-45,гвс,термопары,2310/2310А,,07/06/2028,до 15.09.2025,поверка 2024,5,,,,,,,,,,,,
klary-tsetkin-5,klary-tsetkin-5-itp1,ИТП-1,29/10/2012,КАРАТ-2001-01,отопление,теплорегистратор,22310612,,07/06/2028,до 15.09.2025,поверка 2024,1,1-345383940,"ООО ПП ""ТЕХНОЛОГИЯ""",30485-10,Теплорегистраторы,КАРАТ,КАРАТ-2001-01,22310612,08.06.2024,07.06.2028,С-БУТ/08-06-2024/345383940,true,
klary-tsetkin-5,klary-tsetkin-5-itp1,ИТП-1,29/10/2012,МФ 2.2.1-Б-25,отопление,Т-1,025004077,,15/07/2028,до 15.09.2025,поверка 2024,1,1-354844256,"ООО ПП ""ТЕХНОЛОГИЯ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МФ-2.2.1-Б-25,025004077,16.07.2024,15.07.2028,С-БУТ/16-07-2024/354844256,true,
klary-tsetkin-5,klary-tsetkin-5-itp1,ИТП-1,29/10/2012,МФ 2.2.1-Б-25,отопление,Т-2,025004093,,15/07/2028,до 15.09.2025,поверка 2024,1,1-354844321,"ООО ПП ""ТЕХНОЛОГИЯ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МФ-2.2.1-Б-25,025004093,16.07.2024,15.07.2028,С-БУТ/16-07-2024/354844110,true,
klary-tsetkin-5,klary-tsetkin-5-itp1,ИТП-1,29/10/2012,КТСП-Н-60,отопление,термопары,12570г/12570х,,07/06/2028,до 15.09.2025,поверка 2024,1,1-345385517,"ООО ПП ""ТЕХНОЛОГИЯ""",38878-12,Комплекты термопреобразователей сопротивления,КТСП-Н,КТСП-Н,12570Г/12570Х,08.06.2024,07.06.2028,С-БУТ/08-06-2024/345385517,true,
klary-tsetkin-5,klary-tsetkin-5-itp1,ИТП-1,29/10/2012,МФ 2.2.1-Б-25,гвс,Т-3,025004105,,31/07/2028,до 15.09.2025,поверка 2024,1,1-359947565,"ООО ПП ""ТЕХНОЛОГИЯ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МФ-Б-2.2.1-25,025004105,01.08.2024,31.07.2028,С-БУТ/01-08-2024/359947565,true,
klary-tsetkin-5,klary-tsetkin-5-itp1,ИТП-1,29/10/2012,МФ 2.2.1-Б-20,гвс,Т-4,020062311,,14/07/2028,до 15.09.2025,поверка 2024,1,1-354555356,"ООО ПП ""ТЕХНОЛОГИЯ""",31001-08,Преобразователи расхода электромагнитные,МастерФлоу,МФ-5.2.1-Б-20,020062311,15.07.2024,14.07.2028,С-БУТ/15-07-2024/354555356,true,
klary-tsetkin-5,klary-tsetkin-5-itp1,ИТП-1,29/10/2012,КТПТР-06-45,гвс,термопары,2623/2623А,,06/06/2028,до 15.09.2025,поверка 2024,10,,,,,,,,,,,,
klary-tsetkin-9,klary-tsetkin-9-itp1,ИТП-1,22/12/2010,КАРАТ-2001-01,отопление,теплорегистратор,13540709,,27/01/2027,до 15.09.2025,ремонт 2023,1,1-219397712,ООО «Метроконтроль»,30485-05,Теплорегистраторы,КАРАТ,КАРАТ мод.2001-01,13540709,27.01.2023,26.01.2027,С-ДШТ/27-01-2023/219397712,true,
klary-tsetkin-9,klary-tsetkin-9-itp1,ИТП-1,22/12/2010,МФ Б-25,отопление,Т-1,025001902,,08/02/2026,до 15.09.2025,поверка 2022,1,1-129867857,ООО «Метроконтроль»,31001-08,Преобразователи расхода электромагнитные,МастерФлоу,МФ-2.21-Б-25,025001902,08.02.2022,07.02.2026,С-ДШТ/08-02-2022/129867857,true,
klary-tsetkin-9,klary-tsetkin-9-itp1,ИТП-1,22/12/2010,МФ Б-25,отопление,Т-2,025003984,,10/07/2028,до 15.09.2025,поверка 2024,1,1-357381671,"ФБУ ""УРАЛТЕСТ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МастерФлоу,025003984,10.07.2024,09.07.2028,С-СЕ/10-07-2024/357381671,true,
klary-tsetkin-9,klary-tsetkin-9-itp1,ИТП-1,22/12/2010,КТПТР-01-60,отопление,термопары,15098/15098A,,15/06/2026,до 15.09.2025,поверка 2022,0,,,,,,,,,,,,
klary-tsetkin-9,klary-tsetkin-9-itp1,ИТП-1,22/12/2010,МФ-25,гвс,Т-3,201021278,,25/06/2028,до 15.09.2025,поверка 2024,1,1-357096883,"ФБУ ""УРАЛТЕСТ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МастерФлоу,201021278,23.07.2024,22.07.2028,С-СЕ/23-07-2024/357096883,true,
klary-tsetkin-9,klary-tsetkin-9-itp1,ИТП-1,22/12/2010,МФ-20,гвс,Т-4,201007009,,25/06/2028,до 15.09.2025,поверка 2024,1,1-357096896,"ФБУ ""УРАЛТЕСТ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МастерФлоу,201007009,23.07.2024,22.07.2028,С-СЕ/23-07-2024/357096896,true,
klary-tsetkin-9,klary-tsetkin-9-itp1,ИТП-1,22/12/2010,КТПТР-06-35,гвс,термопары,1575/1575A,,15/06/2026,до 15.09.2025,поверка 2022,0,,,,,,,,,,,,
klary-tsetkin-11,klary-tsetkin-11-itp1,ИТП-1,29/10/2012,КАРАТ-2001-01,отопление,теплорегистратор,22100512,,07/06/2028,до 15.09.2025,поверка 2024,3,,,,,,,,,,,,
klary-tsetkin-11,klary-tsetkin-11-itp1,ИТП-1,29/10/2012,МФ 2.2.1-Б-25,отопление,Т-1,025635710,,26/06/2027,до 15.09.2025,поверка 2023,1,1-257200343,"ФБУ ""УРАЛТЕСТ""",31001-08,Преобразователи расхода электромагнитные,МастерФлоу,исп. МФ-5.2-Б-25,025635710,26.06.2023,25.06.2027,С-СЕ/26-06-2023/257200343,true,
klary-tsetkin-11,klary-tsetkin-11-itp1,ИТП-1,29/10/2012,МФ 2.2.1-Б-25,отопление,Т-2,025633810,,26/06/2027,до 15.09.2025,поверка 2019,1,2-152756854,"ООО""ЦПК""",31001-08,Преобразователи расхода электромагнитные,МастерФлоу,,025633810,28.07.2019,27.07.2023,135015,true,Нет данных
klary-tsetkin-11,klary-tsetkin-11-itp1,ИТП-1,29/10/2012,КТСП-Н-60,отопление,термопары,8942г/8942х,,06/06/2028,до 15.09.2025,поверка 2024,2,,,,,,,,,,,,
klary-tsetkin-11,klary-tsetkin-11-itp1,ИТП-1,29/10/2012,МФ 2.2.1-Б-25,гвс,Т-3,025003973,,26/06/2027,до 15.09.2025,поверка 2023,1,1-257200340,"ФБУ ""УРАЛТЕСТ""",31001-08,Преобразователи расхода электромагнитные,МастерФлоу,исп. МФ-2.2.1-Б-25,025003973,26.06.2023,25.06.2027,С-СЕ/26-06-2023/257200340,true,
klary-tsetkin-11,klary-tsetkin-11-itp1,ИТП-1,29/10/2012,МФ 2.2.1-Б-20,гвс,Т-4,020046711,,25/06/2028,до 15.09.2025,поверка 2024,1,1-357096898,"ФБУ ""УРАЛТЕСТ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МастерФлоу,020046711,23.07.2024,22.07.2028,С-СЕ/23-07-2024/357096898,true,
klary-tsetkin-11,klary-tsetkin-11-itp1,ИТП-1,29/10/2012,КТПТР-06-45,гвс,термопары,129/129А,,06/06/2028,до 15.09.2025,поверка 2024,4,,,,,,,,,,,,
klary-tsetkin-13,klary-tsetkin-13-itp1,ИТП-1,03/12/2013,КАРАТ-307,отопление,теплорегистратор,18530113,,27/03/2029,до 15.09.2025,замена 2025,1,1-421274939,"ФБУ ""УРАЛТЕСТ""",45543-10,Вычислители,ЭЛЬФ и КАРАТ-307,КАРАТ-307,18530113,28.03.2025,27.03.2029,С-СЕ/28-03-2025/421274939,true,
klary-tsetkin-13,klary-tsetkin-13-itp1,ИТП-1,03/12/2013,МФ 2.2.1-Б-25,отопление,Т-1,025005041,,12/05/2029,до 15.09.2025,поверка 2025,1,1-431955832,"ООО ПП ""ТЕХНОЛОГИЯ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МФ-5.2.1-Б-25,025005041,13.05.2025,12.05.2029,С-БУТ/13-05-2025/431955832,true,
klary-tsetkin-13,klary-tsetkin-13-itp1,ИТП-1,03/12/2013,МФ 2.2.1-Б-25,отопление,Т-2,025005092,,25/06/2027,до 15.09.2025,поверка 2023,1,1-257200409,"ФБУ ""УРАЛТЕСТ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,исп. МФ-2.2.1-Б-25,025005092,26.06.2023,25.06.2027,С-СЕ/26-06-2023/257200409,true,
klary-tsetkin-13,klary-tsetkin-13-itp1,ИТП-1,03/12/2013,КТСП-Н-60,отопление,термопары,25687г/25687х,,07/06/2028,до 15.09.2025,поверка 2024,1,1-345385538,"ООО ПП ""ТЕХНОЛОГИЯ""",38878-12,Комплекты термопреобразователей сопротивления,КТСП-Н,КТСП-Н,25687Г/25687Х,08.06.2024,07.06.2028,С-БУТ/08-06-2024/345385538,true,
klary-tsetkin-13,klary-tsetkin-13-itp1,ИТП-1,03/12/2013,МФ 2.2.1-Б-25,гвс,Т-3,025004946,,25/06/2027,до 15.09.2025,поверка 2023,1,1-257200410,"ФБУ ""УРАЛТЕСТ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,исп. МФ-2.2.1-Б-25,025004946,26.06.2023,25.06.2027,С-СЕ/26-06-2023/257200410,true,
klary-tsetkin-13,klary-tsetkin-13-itp1,ИТП-1,03/12/2013,МФ 2.2.1-Б-20,гвс,Т-4,020006390,,17/07/2027,до 15.09.2025,поверка 2023,1,1-263641566,"ФБУ ""УРАЛТЕСТ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,исп. Б,020006390,18.07.2023,17.07.2027,С-СЕ/18-07-2023/263641566,true,
klary-tsetkin-13,klary-tsetkin-13-itp1,ИТП-1,03/12/2013,КТПТР-06-45,гвс,термопары,2554/2554А,,15/12/2027,до 15.09.2025,поверка 2023,5,,,,,,,,,,,,
klary-tsetkin-15,klary-tsetkin-15-itp1,ИТП-1,03/12/2013,КАРАТ-307,отопление,теплорегистратор,05550112,,05/12/2028,до 15.09.2025,поверка 2024,1,1-393803160,"ООО НПП ""УРАЛТЕХНОЛОГИЯ""",45543-10,Вычислители,ЭЛЬФ и КАРАТ-307,КАРАТ-307-6V6T6P,05550112,06.12.2024,05.12.2028,С-ВРК/06-12-2024/393803160,true,
klary-tsetkin-15,klary-tsetkin-15-itp1,ИТП-1,03/12/2013,МФ 2.2.1-Б-25,отопление,Т-1,025005032,,12/05/2029,до 15.09.2025,поверка 2025,1,1-431955955,"ООО ПП ""ТЕХНОЛОГИЯ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МФ-5.2.1-Б-25,025005032,13.05.2025,12.05.2029,С-БУТ/13-05-2025/431955955,true,
klary-tsetkin-15,klary-tsetkin-15-itp1,ИТП-1,03/12/2013,МФ 2.2.1-Б-25,отопление,Т-2,025004957,,12/05/2029,до 15.09.2025,поверка 2025,1,1-431955873,"ООО ПП ""ТЕХНОЛОГИЯ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МФ-5.2.1-Б-25,025004957,13.05.2025,12.05.2029,С-БУТ/13-05-2025/431955873,true,
klary-tsetkin-15,klary-tsetkin-15-itp1,ИТП-1,03/12/2013,КТСП-Н-60,отопление,термопары,25672х/25672г,,06/06/2028,до 15.09.2025,поверка 2024,0,,,,,,,,,,,,
klary-tsetkin-15,klary-tsetkin-15-itp1,ИТП-1,03/12/2013,МФ 2.2.1-Б-25,гвс,Т-3,025005093,,12/05/2029,до 15.09.2025,поверка 2025,1,1-431956090,"ООО ПП ""ТЕХНОЛОГИЯ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МФ-5.2.1-Б-25,025005093,13.05.2025,12.05.2029,С-БУТ/13-05-2025/431956090,true,
klary-tsetkin-15,klary-tsetkin-15-itp1,ИТП-1,03/12/2013,МФ 2.2.1-Б-20,гвс,Т-4,020006376,,12/05/2029,до 15.09.2025,поверка 2025,0,,,,,,,,,,,,
klary-tsetkin-15,klary-tsetkin-15-itp1,ИТП-1,03/12/2013,КТПТР-06-45,гвс,термопары,3829/3829А,,06/06/2028,до 15.09.2025,поверка 2024,4,,,,,,,,,,,,
komsomolskaya-1,komsomolskaya-1-itp1,ИТП-1,15/09/2009,КАРАТ-2001-01,отопление,теплорегистратор,10450309,,08/06/2026,до 15.09.2025,поверка 2022,0,,,,,,,,,,,,
komsomolskaya-1,komsomolskaya-1-itp1,ИТП-1,15/09/2009,ПРЭМ-Д-32,отопление,Т-1,209947,,14/06/2025,до 15.09.2025,поверка 2021,7,,,,,,,,,,,,
komsomolskaya-1,komsomolskaya-1-itp1,ИТП-1,15/09/2009,ПРЭМ-Д-32,отопление,Т-2,206923,,14/06/2025,до 15.09.2025,поверка 2021,9,,,,,,,,,,,,
komsomolskaya-1,komsomolskaya-1-itp1,ИТП-1,15/09/2009,КТПТР-01-60,отопление,термопары,5203А/5203,,10/06/2025,до 15.09.2025,поверка 2021,0,,,,,,,,,,,,
komsomolskaya-1,komsomolskaya-1-itp1,ИТП-1,15/09/2009,ПРЭМ-20,гвс,Т-3,666385,,11/07/2028,до 15.09.2025,поверка 2024,4,,,,,,,,,,,,
komsomolskaya-1,komsomolskaya-1-itp1,ИТП-1,15/09/2009,ПРЭМ-20,гвс,Т-4,663749,,11/07/2028,до 15.09.2025,поверка 2024,6,,,,,,,,,,,,
komsomolskaya-1,komsomolskaya-1-itp1,ИТП-1,15/09/2009,КТСП-Н-45,гвс,термопары,5247х/5247г,,10/06/2025,до 15.09.2025,поверка 2021,1,1-70107477,ООО «Метроконтроль»,38878-08,Комплекты термометров сопротивления,КТСП-Н,КТСП-Н,5247х/5247г,10.06.2021,09.06.2025,С-ДШТ/10-06-2021/70107477,true,
komsomolskaya-2,komsomolskaya-2-itp1,ИТП-1,22/12/2010,КАРАТ-2001-01,отопление,теплорегистратор,12360609,,10/06/2026,до 15.09.2025,поверка 2022,1,1-162745098,ООО «Метроконтроль»,30485-05,Теплорегистраторы,КАРАТ,КАРАТ мод.2001-01,12360609,10.06.2022,09.06.2026,С-ДШТ/10-06-2022/162745098,true,
komsomolskaya-2,komsomolskaya-2-itp1,ИТП-1,22/12/2010,МФ 2.2.1-Б-25,отопление,Т-1,025002135,,24/06/2026,до 15.09.2025,поверка 2022,1,1-166114094,ООО «Метроконтроль»,31001-08,Преобразователи расхода электромагнитные,МастерФлоу,МФ-2.21-Б-25,025002135,24.06.2022,23.06.2026,С-ДШТ/24-06-2022/166114094,true,
komsomolskaya-2,komsomolskaya-2-itp1,ИТП-1,22/12/2010,МФ 2.2.1-Б-25,отопление,Т-2,025001918,,24/06/2026,до 15.09.2025,поверка 2022,1,1-166114095,ООО «Метроконтроль»,31001-08,Преобразователи расхода электромагнитные,МастерФлоу,МФ-2.21-Б-25,025001918,24.06.2022,23.06.2026,С-ДШТ/24-06-2022/166114095,true,
komsomolskaya-2,komsomolskaya-2-itp1,ИТП-1,22/12/2010,КТПТР-01-60,отопление,термопары,15010/15010А,,14/06/2026,до 15.09.2025,поверка 2022,1,1-163238788,ООО «Метроконтроль»,14638-05,Комплекты термометров (термопреобразователей) платиновых технических разностных,КТПТР,КТПТР-01,15010/15010А,14.06.2022,13.06.2026,С-ДШТ/14-06-2022/163238788,true,
komsomolskaya-2,komsomolskaya-2-itp1,ИТП-1,22/12/2010,MTWI-25,гвс,Т-3,12825491,,02/07/2028,до 15.09.2025,поверка 2024,2,,,,,,,,,,,,
komsomolskaya-2,komsomolskaya-2-itp1,ИТП-1,22/12/2010,ВСГд-20,гвс,Т-4,241014755,,09/07/2030,до 15.09.2025,Замена 2025,0,,,,,,,,,,,,
komsomolskaya-2,komsomolskaya-2-itp1,ИТП-1,22/12/2010,КТПТР-06-35,гвс,термопары,1565/1565A,,14/06/2026,до 15.09.2025,поверка 2022,0,,,,,,,,,,,,
komsomolskaya-5,komsomolskaya-5-itp1,ИТП-1,13/07/2015,ВСТ-Н-25,гвс,Т-3,40351793,,11/11/2025,до 11.11.2025,замена 2022,0,,,,,,,,,,,,
komsomolskaya-5,komsomolskaya-5-itp1,ИТП-1,13/07/2015,ВСКМ-20,гвс,Т-4,211300900,,05/10/2027,до 11.11.2025,замена 2022,0,,,,,,,,,,,,
komsomolskaya-6,komsomolskaya-6-itp1,ИТП-1,08/04/2009,КАРАТ-2001-01,отопление,теплорегистратор,07691208,,26/06/2026,До 15.09.2025,поверка 2023,1,1-258147087,"ФБУ ""УРАЛТЕСТ""",30485-05,Теплорегистраторы,КАРАТ,мод. 2001,07691208,27.06.2023,26.06.2027,С-СЕ/27-06-2023/258147087,true,
komsomolskaya-6,komsomolskaya-6-itp1,ИТП-1,08/04/2009,ПРЭМ-20,отопление,Т-1,646316,,02/06/2027,До 15.09.2025,поверка 2023,5,,,,,,,,,,,,
komsomolskaya-6,komsomolskaya-6-itp1,ИТП-1,08/04/2009,ПРЭМ-20,отопление,Т-2,647298,,02/06/2027,До 15.09.2025,поверка 2023,3,,,,,,,,,,,,
komsomolskaya-6,komsomolskaya-6-itp1,ИТП-1,08/04/2009,ТПТ-1-3-60,отопление,термопары,6151/6155,,10/04/2029,До 15.09.2025,поверка 2025,0,,,,,,,,,,,,
komsomolskaya-6,komsomolskaya-6-itp1,ИТП-1,08/04/2009,ETWI-20,гвс,Т-3,0610588,,10/04/2029,До 15.09.2025,поверка 2025,2,,,,,,,,,,,,
komsomolskaya-6,komsomolskaya-6-itp1,ИТП-1,08/04/2009,ТПТ-1-3-60,гвс,термопара,6172,,10/04/2029,До 15.09.2025,поверка 2025,1,1-424846495,"ООО ПП ""ТЕХНОЛОГИЯ""",14640-05,Термометры (термопреобразователи) платиновые технические,ТПТ-1,ТПТ-1-3,6172,11.04.2025,10.04.2029,С-БУТ/11-04-2025/424846495,true,
komsomolskaya-8,komsomolskaya-8-itp1,ИТП-1,08/04/2009,КАРАТ-2001-01,отопление,теплорегистратор,08231208,,08/06/2026,До 15.06.2025,поверка 2023,2,,,,,,,,,,,,
komsomolskaya-8,komsomolskaya-8-itp1,ИТП-1,08/04/2009,ВСТ-25,отопление,Т-1,13587672,,15/06/2025,До 15.06.2025,поверка 2021,1,1-70823624,ООО «Метроконтроль»,40607-09,Счетчики холодной и горячей воды,"ВСХ, ВСХд, ВСГ, ВСГд, ВСТ",ВСТ-25,13587672,15.06.2021,14.06.2025,С-ДШТ/15-06-2021/70823624,true,
komsomolskaya-8,komsomolskaya-8-itp1,ИТП-1,08/04/2009,ВСТ-25,отопление,Т-2,094100109,,14/06/2028,До 15.06.2025,поверка 2021,0,,,,,,,,,,,,
komsomolskaya-8,komsomolskaya-8-itp1,ИТП-1,08/04/2009,ТПТ-1-3-60,отопление,термопары,6162/6037,,08/06/2025,До 15.06.2025,поверка 2021,0,,,,,,,,,,,,
komsomolskaya-8,komsomolskaya-8-itp1,ИТП-1,08/04/2009,MTWI-25,гвс,Т-3,10541131,,15/06/2025,До 15.06.2025,поверка 2021,0,,,,,,,,,,,,
komsomolskaya-8,komsomolskaya-8-itp1,ИТП-1,08/04/2009,ТПТ-1-3-60,гвс,термопара,6175,,08/06/2025,До 15.06.2025,поверка 2021,213,,,,,,,,,,,,
komsomolskaya-10,komsomolskaya-10-itp1,ИТП-1,27/12/2012,КАРАТ-2001-01,отопление,теплорегистратор,22130512,,08/06/2026,до 15.09.2025,поверка 2022,4,,,,,,,,,,,,
komsomolskaya-10,komsomolskaya-10-itp1,ИТП-1,27/12/2012,МФ 2.2.1-Б-25,отопление,Т-1,025004103,,22/07/2028,до 15.09.2025,поверка 2024,1,1-357096891,"ФБУ ""УРАЛТЕСТ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МастерФлоу,025004103,23.07.2024,22.07.2028,С-СЕ/23-07-2024/357096891,true,
komsomolskaya-10,komsomolskaya-10-itp1,ИТП-1,27/12/2012,МФ 2.2.1-Б-25,отопление,Т-2,201018338,,22/07/2028,до 15.09.2025,поверка 2024,1,1-357096887,"ФБУ ""УРАЛТЕСТ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МастерФлоу,201018338,23.07.2024,22.07.2028,С-СЕ/23-07-2024/357096887,true,
komsomolskaya-10,komsomolskaya-10-itp1,ИТП-1,27/12/2012,КТПТР-06-60,отопление,термопары,10911А/10911,,07/06/2028,до 15.09.2025,поверка 2024,0,,,,,,,,,,,,
komsomolskaya-10,komsomolskaya-10-itp1,ИТП-1,27/12/2012,МФ 2.2.1-Б-25,гвс,Т-3,025004086,,11/07/2028,до 15.09.2025,поверка 2024,1,1-357381670,"ФБУ ""УРАЛТЕСТ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МастерФлоу,025004086,10.07.2024,09.07.2028,С-СЕ/10-07-2024/357381670,true,
komsomolskaya-10,komsomolskaya-10-itp1,ИТП-1,27/12/2012,МФ 2.2.1-Б-25,гвс,Т-4,020005293,,11/07/2028,до 15.09.2025,поверка 2024,1,1-357381239,"ФБУ ""УРАЛТЕСТ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МастерФлоу,020005293,10.07.2024,09.07.2028,С-СЕ/10-07-2024/357381239,true,
komsomolskaya-10,komsomolskaya-10-itp1,ИТП-1,27/12/2012,КТСП-Н-35,гвс,термопары,24823г/24823х,,06/06/2028,до 15.09.2025,поверка 2024,1,1-345385586,"ООО ПП ""ТЕХНОЛОГИЯ""",38878-12,Комплекты термопреобразователей сопротивления,КТСП-Н,КТСП-Н,24823Г/24823Х,07.06.2024,06.06.2028,С-БУТ/07-06-2024/345385586,true,
kuznetsova-1,kuznetsova-1-itp1,ИТП-1,23/12/2010,КАРАТ-2001-01,отопление,теплорегистратор,13860809,,01/09/2028,до 15.09.2025,поверка 2024,1,1-366768435,"ООО ПП ""ТЕХНОЛОГИЯ""",30485-05,Теплорегистраторы,КАРАТ,КАРАТ-2001-01,13860809,02.09.2024,01.09.2028,С-БУТ/02-09-2024/366768435,true,
kuznetsova-1,kuznetsova-1-itp1,ИТП-1,23/12/2010,МФ Б-32,отопление,Т-1,032004513,,27/06/2026,до 15.09.2025,поверка 2022,1,1-166227261,ООО «Метроконтроль»,31001-08,Преобразователи расхода электромагнитные,МастерФлоу,МФ-2.21-Б-32,032004513,27.06.2022,26.06.2026,С-ДШТ/27-06-2022/166227261,true,
kuznetsova-1,kuznetsova-1-itp1,ИТП-1,23/12/2010,МФ Б-32,отопление,Т-2,032004502,,27/06/2026,до 15.09.2025,поверка 2022,1,1-166227260,ООО «Метроконтроль»,31001-08,Преобразователи расхода электромагнитные,МастерФлоу,МФ-2.21-Б-32,032004502,27.06.2022,26.06.2026,С-ДШТ/27-06-2022/166227260,true,
kuznetsova-1,kuznetsova-1-itp1,ИТП-1,23/12/2010,КТПТР-01-80,отопление,термопары,32032/32032А,,31/05/2026,до 15.09.2025,поверка 2022,1,1-159749256,ООО «Метроконтроль»,14638-05,Комплекты термометров (термопреобразователей) платиновых технических разностных,КТПТР,КТПТР-01,32032/32032А,31.05.2022,30.05.2026,С-ДШТ/31-05-2022/159749256,true,
